"siteid","sitename","sitedescription","indigName","indigID","indigSlug"
"16387","Old Bindloss Ferry [EdOn-15]","Bison kill bone bed in South Saskatchewan drainage, Alberta.","Michif","33119","michif"
"16388","Orman [EgPm-VP] [Orman Bison]","Terrace 1 fill, Bow River, along Memorial Drive in Hillhurst, Calgary, Alberta","Ts<U+00FA><U+016B>t<U+2019><U+00ED>n<U+00E0> G<U+016B>n<U+00E1>h<U+00E0>","34779","sarcee"
"16388","Orman [EgPm-VP] [Orman Bison]","Terrace 1 fill, Bow River, along Memorial Drive in Hillhurst, Calgary, Alberta","Ktunaxa","34430","ktunaxa-2"
"16388","Orman [EgPm-VP] [Orman Bison]","Terrace 1 fill, Bow River, along Memorial Drive in Hillhurst, Calgary, Alberta","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16388","Orman [EgPm-VP] [Orman Bison]","Terrace 1 fill, Bow River, along Memorial Drive in Hillhurst, Calgary, Alberta","Michif","33119","michif"
"16390","Mona Lisa Site [EgPm-3]","Multicomponent, multi season, bison kill site on a terrace circa 8 meters above the Bow River.Site is located under the city of Calgary at 8th Street and 16th Avenue. . ","Ts<U+00FA><U+016B>t<U+2019><U+00ED>n<U+00E0> G<U+016B>n<U+00E1>h<U+00E0>","34779","sarcee"
"16390","Mona Lisa Site [EgPm-3]","Multicomponent, multi season, bison kill site on a terrace circa 8 meters above the Bow River.Site is located under the city of Calgary at 8th Street and 16th Avenue. . ","Ktunaxa","34430","ktunaxa-2"
"16390","Mona Lisa Site [EgPm-3]","Multicomponent, multi season, bison kill site on a terrace circa 8 meters above the Bow River.Site is located under the city of Calgary at 8th Street and 16th Avenue. . ","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16390","Mona Lisa Site [EgPm-3]","Multicomponent, multi season, bison kill site on a terrace circa 8 meters above the Bow River.Site is located under the city of Calgary at 8th Street and 16th Avenue. . ","Michif","33119","michif"
"16391","Muhlback [FbPf-1]","Besant bison pound site about 16 km southwest of Stettler, Red Deer drainage, central Alberta","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16391","Muhlback [FbPf-1]","Besant bison pound site about 16 km southwest of Stettler, Red Deer drainage, central Alberta","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16391","Muhlback [FbPf-1]","Besant bison pound site about 16 km southwest of Stettler, Red Deer drainage, central Alberta","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16391","Muhlback [FbPf-1]","Besant bison pound site about 16 km southwest of Stettler, Red Deer drainage, central Alberta","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16391","Muhlback [FbPf-1]","Besant bison pound site about 16 km southwest of Stettler, Red Deer drainage, central Alberta","Michif","33119","michif"
"16393","Old Women's Buffalo Jump [EcPl-1] [Cayley Kill]","Deeply stratified buffalo jump containing components of the Old Women's, Besant, and Pelican Lake phases. Located 80 km south of Calgary, near Cayley, in the Little Bow valley, Oldman drainage, Alberta.","Ktunaxa","34430","ktunaxa-2"
"16393","Old Women's Buffalo Jump [EcPl-1] [Cayley Kill]","Deeply stratified buffalo jump containing components of the Old Women's, Besant, and Pelican Lake phases. Located 80 km south of Calgary, near Cayley, in the Little Bow valley, Oldman drainage, Alberta.","Blackfoot","34281","blackfoot"
"16393","Old Women's Buffalo Jump [EcPl-1] [Cayley Kill]","Deeply stratified buffalo jump containing components of the Old Women's, Besant, and Pelican Lake phases. Located 80 km south of Calgary, near Cayley, in the Little Bow valley, Oldman drainage, Alberta.","Michif","33119","michif"
"16394","S.S. Burmis [DjPn-62]","Crowsnest valley just south of the town of Burmis, Alberta. In a terrace with alluvium overlying basal gravel.","Ktunaxa","34430","ktunaxa-2"
"16394","S.S. Burmis [DjPn-62]","Crowsnest valley just south of the town of Burmis, Alberta. In a terrace with alluvium overlying basal gravel.","Blackfoot","34281","blackfoot"
"16397","Perry Farm [AdHh-VP]","","Anishinaabemowin","34645","anishinaabe"
"16398","Wichman [U.of Cal. Loc. V3914]","","Washoe","34538","washoe-2"
"16398","Wichman [U.of Cal. Loc. V3914]","","Northern Paiute","34494","northern-paiute-2"
"16399","Willow Pass","","Bay Miwok","34667","bay-miwok-2"
"16400","Rostock [AjHg-VP]","","Anishinaabemowin","34645","anishinaabe"
"16401","Rousell [FbNs-2]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16401","Rousell [FbNs-2]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16401","Rousell [FbNs-2]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16401","Rousell [FbNs-2]","","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16401","Rousell [FbNs-2]","","Michif","33119","michif"
"16401","Rousell [FbNs-2]","","Saulteaux","32519","saulteaux"
"16402","Rowark Cave","","Shawnee","34408","shawnee-2"
"16402","Rowark Cave","","Yuchi","34326","yuchi"
"16402","Rowark Cave","","Mobilian Jargon","32577","mobilian-jargon"
"16403","Rowarks Cove","","Yuchi","34326","yuchi"
"16403","Rowarks Cove","","Mobilian Jargon","32577","mobilian-jargon"
"16404","Ruby Falls Cave [Lookout Cave]","","Mikis<U+00FA>k<U+00EE>-Hitchiti","34838","mikisuki-hitchiti"
"16404","Ruby Falls Cave [Lookout Cave]","","Koasati","34525","koasati"
"16404","Ruby Falls Cave [Lookout Cave]","","Yuchi","34326","yuchi"
"16404","Ruby Falls Cave [Lookout Cave]","","Mobilian Jargon","32577","mobilian-jargon"
"16405","Ruby Street [DlLg-VP2]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16405","Ruby Street [DlLg-VP2]","","Western Anishinaabe (Ojibwe)","34956","western-anishinaabe-ojibwe"
"16405","Ruby Street [DlLg-VP2]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16405","Ruby Street [DlLg-VP2]","","Severn Anishinaabe Oji-Cree","34802","severn-anishinaabe-oji-cree"
"16405","Ruby Street [DlLg-VP2]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16405","Ruby Street [DlLg-VP2]","","Michif","33119","michif"
"16405","Ruby Street [DlLg-VP2]","","Saulteaux","32519","saulteaux"
"16406","Rye Patch Reservoir [26PPe23]","","Northern Paiute","34494","northern-paiute-2"
"16407","S. of Charleston [UALP 68321]","","Tohono O<U+2019>odham","34726","papago-tohono-oodham-2"
"16407","S. of Charleston [UALP 68321]","","<U+00D3>pata (Tehuima)","34445","opata-2"
"16407","S. of Charleston [UALP 68321]","","Chiricahua","34443","chiricahua"
"16408","Saanich Peninsula [DdRu-VP]","","SEN<U+0106>O<U+0166>EN / Malchosen / Lkwungen / Semiahmoo / T<U+2019>Sou-ke","34688","sencoten-malchosen-lkwungen-semiahmoo-tsou-ke"
"16409","Saatut [PeHa-1]","","North Baffin Qikiqtaluk uannangani","34643","north-baffin-qikiqtaluk-uannangani"
"16409","Saatut [PeHa-1]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16410","Saber Tooth Cave","","Mikis<U+00FA>k<U+00EE>-Hitchiti","34838","mikisuki-hitchiti"
"16411","San Rafael Aq. [UALP 6907]","","Tohono O<U+2019>odham","34726","papago-tohono-oodham-2"
"16411","San Rafael Aq. [UALP 6907]","","<U+00D3>pata (Tehuima)","34445","opata-2"
"16411","San Rafael Aq. [UALP 6907]","","Chiricahua","34443","chiricahua"
"16412","Sanderson [DhMs-12]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16412","Sanderson [DhMs-12]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16412","Sanderson [DhMs-12]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16412","Sanderson [DhMs-12]","","Assiniboin","34337","assiniboin"
"16412","Sanderson [DhMs-12]","","Michif","33119","michif"
"16412","Sanderson [DhMs-12]","","Saulteaux","32519","saulteaux"
"16413","Sandia Cave (Sandia Mountains) [NMMNH Locality L-3409]","","North Tiwa","34426","north-tiwa"
"16414","Sandwillow [MkPk-6]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16414","Sandwillow [MkPk-6]","","Inuinnaqtun","34473","inuinnaqtun"
"16415","Sandy Point [LlDv-5]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16415","Sandy Point [LlDv-5]","","South Baffin Qikiqtaluk nigiani","34235","south-baffin-qikiqtaluk-nigiani"
"16416","Sanford-Big Creek Local Fauna","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
"16417","Satkualuk [NiTs-4]","","Siglitun","34665","siglitun"
"16417","Satkualuk [NiTs-4]","","Inupiaq","34360","inupiatun-3"
"16418","Scarborough Bluffs [AkGt-VP]","","Mississauga/Eastern Anishinaabemowin (Ojibwe)","34828","mississauga-eastern-anishinaabe-ojibwa"
"16418","Scarborough Bluffs [AkGt-VP]","","Anishinaabemowin","34645","anishinaabe"
"16419","Scaredy Cat Cave [10MA143]","","Shoshoni","34682","shoshoni"
"16420","Scroggie Creek Locality 1 [KgVh-VP]","","D<U+00E4>n k<U+02BC><U+00ED> (N Tutchone)","34878","northern-tutchone"
"16421","Seahorse [IeKn-6]","","Kivallirmiutut","34935","kivallirmiutut"
"16421","Seahorse [IeKn-6]","","<U+14C0><U+1426><U+1403><U+15AC><U+140D><U+140F><U+1423> N<U+012B>hithaw<U+012B>win (Woods and Rocky Cree)","34247","woods-and-rocky-cree"
"16422","Searchlight Packrat Middens","","N<U+00FC>w<U+00FC> Ampagap (Chemehuevi)","34945","chemeheuvi"
"16423","Serendipity Cave [6-1362]","","Shoshoni","34682","shoshoni"
"16424","Sevier River","","Ute","34257","ute-2"
"16425","Seward Peninsula 1 [AKBEN-VP]","","Inupiaq","34360","inupiatun-3"
"16426","Seward Peninsula 2 [AKBEN-VP]","","Inupiaq","34360","inupiatun-3"
"16427","Sherman [AdHl-16]","","Anishinaabemowin","34645","anishinaabe"
"16428","Sherman Inlet 1 [MlLg2]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16428","Sherman Inlet 1 [MlLg2]","","Natsilingmiutut","34451","natsilingmiutut"
"16429","Shoemaker Bay [DhSe-2]","","Nuu<U+010D>aan<U+0313>u<U+026B>","34959","nuucaan%cc%93u%c9%ab"
"16430","Wood's Hole Cave","","Ute","34257","ute-2"
"16431","Yaksis Cave [DiSo-16]","","Nuu<U+010D>aan<U+0313>u<U+026B>","34959","nuucaan%cc%93u%c9%ab"
"16432","Shrubox (0x) Alcove","","Southern Paiute","34889","southern-paiute-2"
"16433","Shuswap River [EdQs-14]","","Nsyilxc<U+0259>n (N<U+0313>syil<U+0313>xc<U+030C>n<U+0313>) (N<U+0313>s<U+0259>l<U+0313>xc<U+030C>in<U+0313>)","34833","nsyilxc%c9%99n"
"16433","Shuswap River [EdQs-14]","","Secwepemcst<U+00ED>n","34563","secwepemcstin"
"16433","Shuswap River [EdQs-14]","","Sn-s<U+0259>lxcin","33209","sn-s%c9%99lxcin"
"16434","Silumiut [KkJg-1]","","Aivilimmiutut","34653","aivilimmiutut"
"16434","Silumiut [KkJg-1]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16435","Silver Springs Fauna","","Timucua","34899","timicua"
"16435","Silver Springs Fauna","","Mikis<U+00FA>k<U+00EE>-Hitchiti","34838","mikisuki-hitchiti"
"16436","Maple Leaf [DjPo-47]","Bison kill site with 3 components located on a bedrock terrace along the north bank of Crowsnest River, within the Livingstone Range, Crowsnest Pass, Alberta","Ktunaxa","34430","ktunaxa-2"
"16436","Maple Leaf [DjPo-47]","Bison kill site with 3 components located on a bedrock terrace along the north bank of Crowsnest River, within the Livingstone Range, Crowsnest Pass, Alberta","Blackfoot","34281","blackfoot"
"16437","Lindoe [EaOp-100]","Peaty layer on the highest terrace of the South Saskatchewan River, near Medicine Hat, Alberta.","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16437","Lindoe [EaOp-100]","Peaty layer on the highest terrace of the South Saskatchewan River, near Medicine Hat, Alberta.","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16437","Lindoe [EaOp-100]","Peaty layer on the highest terrace of the South Saskatchewan River, near Medicine Hat, Alberta.","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16437","Lindoe [EaOp-100]","Peaty layer on the highest terrace of the South Saskatchewan River, near Medicine Hat, Alberta.","Blackfoot","34281","blackfoot"
"16437","Lindoe [EaOp-100]","Peaty layer on the highest terrace of the South Saskatchewan River, near Medicine Hat, Alberta.","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16437","Lindoe [EaOp-100]","Peaty layer on the highest terrace of the South Saskatchewan River, near Medicine Hat, Alberta.","Michif","33119","michif"
"16438","Lindoe Bluff [EaOp-VP]","paleobiological remains found in gravel of W bank of the South Saskatchewan River, 663 m asl, 3.5 km north of Medicine Hat, Alberta","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16438","Lindoe Bluff [EaOp-VP]","paleobiological remains found in gravel of W bank of the South Saskatchewan River, 663 m asl, 3.5 km north of Medicine Hat, Alberta","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16438","Lindoe Bluff [EaOp-VP]","paleobiological remains found in gravel of W bank of the South Saskatchewan River, 663 m asl, 3.5 km north of Medicine Hat, Alberta","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16438","Lindoe Bluff [EaOp-VP]","paleobiological remains found in gravel of W bank of the South Saskatchewan River, 663 m asl, 3.5 km north of Medicine Hat, Alberta","Blackfoot","34281","blackfoot"
"16438","Lindoe Bluff [EaOp-VP]","paleobiological remains found in gravel of W bank of the South Saskatchewan River, 663 m asl, 3.5 km north of Medicine Hat, Alberta","<U+14C0><U+1426><U+1403><U+152D><U+140D><U+140F><U+1423> N<U+0113>hiyaw<U+0113>win (Plains Cree)","34221","plains-cree-2"
"16438","Lindoe Bluff [EaOp-VP]","paleobiological remains found in gravel of W bank of the South Saskatchewan River, 663 m asl, 3.5 km north of Medicine Hat, Alberta","Michif","33119","michif"
"16439","Sims Bayou Local Fauna","","Atakapa","34922","atakapa"
"16439","Sims Bayou Local Fauna","","Karankawa","34811","karankawa"
"16439","Sims Bayou Local Fauna","","Akokisa","32550","akokisa-2"
"16440","Sinnock [EcKx-4]","","Western Anishinaabe (Ojibwe)","34956","western-anishinaabe-ojibwe"
"16440","Sinnock [EcKx-4]","","Severn Anishinaabe Oji-Cree","34802","severn-anishinaabe-oji-cree"
"16440","Sinnock [EcKx-4]","","Michif","33119","michif"
"16440","Sinnock [EcKx-4]","","Saulteaux","32519","saulteaux"
"16441","Site-1 [MhTv-VP]","","Dinjii Zhu<U+2019> Ginjik (Gwich<U+2019>in)","34146","gwichin-2"
"16442","Sixtymile Locality 5 [LaVo-VP-5]","","Han","34897","han-2"
"16443","Skinner's Mammoth Locality [BW 116]","","Dakh<U+00F3>ta (Eastern Dakota)","34960","dakhota"
"16443","Skinner's Mammoth Locality [BW 116]","","Dak<U+021F><U+00F3>ta (Western Dakota)","34825","dakhota-2"
"16443","Skinner's Mammoth Locality [BW 116]","","Lak<U+021F><U+00F3>tiyapi (Lakota)","34674","lakotayapi"
"16443","Skinner's Mammoth Locality [BW 116]","","Ts<U+0117>h<U+00E9>sen<U+0117>stsest<U+022F>tse (Cheyenne)","34333","cheyenne-2"
"16443","Skinner's Mammoth Locality [BW 116]","","P<U+00E1><U+207F>ka (Ponca)","34186","ponca-2"
"16444","Skraeling Island [SfFk-4]","","<U+1403><U+14C4><U+1483><U+144E><U+1450><U+1466> Inuktitut","34556","inuktitut"
"16446","Slaton Quarry Local Fauna","","N<U+0289>m<U+0289>n<U+0289><U+0289> (Comanche)","34812","comanche"
