FILINGPERIODNAME,REPORTTYPECODE,REPORTNAME,REGISTRANTTYPE,DATEFILED,AMENDEDDATE,COMMITTEE ID,REGISTRANTNAME,ELECTIONYEAR,BRANCH,FILINGYEAR,EXTENSION,COMMENTFLAG,ATTACHMENT,VIEWREPORTTYPE,CREATEDDATE,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900099,WI Restaurant Assn ,,,2021,,False,,1,2018-08-08T09:36:14.897,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,9/8/2021,0300157,Republican Party - Dane County,,,2021,,False,,1,2020-07-15T09:37:02.243,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300226,Waukesha County Republican Party,,,2021,,False,,1,2021-06-26T14:25:49.827,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0500110,Metro Milw Assn of Commerce,,,2021,,False,,1,2021-01-12T10:08:17.477,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/13/2021,,0900246,Cellcom & NSight Direct Givers ,,,2021,,False,,1,2017-04-27T15:01:41.553,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/13/2021,,0900233,PROFS Faculty Initiative ,,,2021,,False,,1,2020-09-21T15:08:09.647,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,8/23/2021,0501710,Wisconsin Carpenters PAC,,,2021,,False,,1,2021-03-28T20:14:43.060,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0104513,Greg Parker for District Attorney,,Menominee-Shawano County District Attorney,2021,,False,,1,2020-05-15T17:09:24.783,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,7/13/2021,0500842,Volunteers for Agriculture VFA,,,2021,,False,,1,2020-12-07T16:18:25.780,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,3/8/2022,0500144,Racine Education Assn PAC,,,2021,,True,,1,2021-01-15T10:12:21.797,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0103353,Frnds of Steve Wieckert-Assm,,State Assembly  District No. 57,2021,,False,,1,2021-07-13T14:07:47.017,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0501692,WIA PAC,,,2021,,False,,1,2021-07-13T10:03:43.567,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0500996,WEAC Region 7 PAC,,,2021,,False,,1,2021-03-23T15:25:51.353,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0106311,Friends of Melissa Inlow,,Clark County District Attorney,2021,,False,,1,2020-07-15T13:47:45.390,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,1/7/2022,0500032,Milwaukee Professional Firefighters Local 215,,,2021,,False,,1,2021-03-09T13:59:52.137,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/13/2021,,0900230,VJS Construction Services Conduit ,,,2021,,False,,1,2021-07-13T09:16:58.720,
July Continuing 2021,EB50,Segregated Fund,Political Party,7/13/2021,,0300471,Citizens for Dane County Future,,,2021,,False,,1,2021-01-15T10:45:40.990,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300471,Citizens for Dane County Future,,,2021,,False,,1,2021-01-15T10:45:40.990,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0105171,Jennifer Dorow for Judge,,Waukesha County Circuit Court  Branch 02,2021,,False,,1,2021-01-14T17:19:36.660,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0501443,SEIU Healthcare Wisconsin,,,2021,,False,,1,2021-07-13T14:51:38.237,
July Continuing 2021,EB2A,Committee Report - No Activity,Independent Expenditure Committee,7/13/2021,,1100065,Jobs First Coalition Political Fund,,,2021,,False,,1,2020-01-14T14:03:58.787,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,10/29/2021,0500181,WI Bankers Assn PAC,,,2021,,True,,1,2021-01-15T12:26:01.053,
July Continuing 2021,EB2,Committee Report,Independent Expenditure Committee,7/13/2021,,1100120,Wisconsinites for Liberty Fund,,,2021,,False,,1,2021-02-04T15:41:04.207,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0500072,Green Bay PAC,,,2021,,False,,1,2021-01-04T07:35:09.487,
July Continuing 2021,EB2A,Committee Report - No Activity,Political Party,7/13/2021,,0300482,Adelante,,,2021,,True,,1,2020-05-26T16:11:23.277,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,1/27/2022,0300482,Adelante,,,2021,,True,,1,2020-05-26T16:11:23.277,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0500459,Wisconsin Social Workers PAC,,,2021,,False,,1,2020-10-23T08:27:49.300,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300001,Democratic Party of Adams County,,,2021,,False,,1,2020-11-11T14:18:37.057,
July Continuing 2021,EB10,Conduit Report,Conduit,7/13/2021,,0900101,American Family Conduit Trust ,,,2021,,False,,1,2020-09-17T17:04:10.263,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0500011,American Family PAC,,,2021,,False,,1,2021-07-08T15:15:46.177,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0103120,Friends of Donna Rozar,,State Assembly  District No. 69,2021,,False,,1,2020-04-09T09:11:37.380,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0102813,Friends of Robert W. Wirch,,State Senate  District No. 22,2021,,False,,1,2021-07-13T16:23:20.770,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0106135,Friends of James Sempf,,Dodge County Circuit Court  Branch 04,2021,,False,,1,2021-07-13T17:18:32.037,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0106299,Lund for Senate,,State Senate  District No. 30,2021,,False,,0,2021-07-13T12:34:05.280,
July Continuing 2021,EB2A,Committee Report - No Activity,Independent Expenditure Committee,7/13/2021,,1100117,A Safer Beaver Dam,,,2021,,True,,1,2021-07-13T18:07:00.470,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,6/30/2023,0300097,Lafayette Co. Democratic Party,,,2021,,False,,1,2021-07-13T17:55:04.570,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0501755,Take Back the Board PAC,,,2021,,False,,1,2021-02-09T14:57:18.563,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0105919,Friends of Greta Neubauer,,State Assembly  District No. 66,2021,,False,,1,2020-10-26T18:36:43.603,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106271,Samuel Anderson For Assembly,,State Assembly  District No. 48,2021,,False,,1,2021-06-27T12:40:17.993,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0104735,Friends of Steve Boe,,State Senate  District No. 31,2021,,False,,1,2021-07-13T19:16:02.490,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0106367,Committee to Elect Leonard Larson Jr,,Governor,2021,,False,,0,2020-09-18T14:37:54.630,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,10/12/2021,0300078,Republican Party Green County,,,2021,,False,,1,2021-01-31T09:52:41.337,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300047,Democratic Party of Rock County,,,2021,,False,,1,2021-01-09T14:16:25.730,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,9/17/2021,0106279,Friends of Ozell Cox,,State Assembly  District No. 12,2021,,False,,1,2021-07-13T19:07:18.977,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300048,Democratic Party-St Croix Co,,,2021,,False,,1,2021-01-17T10:41:41.530,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106389,Tricia Walker for Judge,,Fond du Lac County Circuit Court  Branch 04,2021,,False,,1,2020-12-22T13:29:00.230,
July Continuing 2021,EB2,Committee Report,Political Party,7/13/2021,,0300136,Republican Party of Ozaukee County,,,2021,,False,,1,2021-07-13T18:35:48.990,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0104251,Together With Jeff Smith,,State Senate  District No. 31,2021,,False,,1,2021-01-12T11:09:16.623,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,1/23/2022,0105215,Friends of Pat Snyder,,State Assembly  District No. 85,2021,,False,,1,2021-07-13T20:27:55.540,
July Continuing 2021,EB2,Committee Report,State Candidate,11/3/2022,11/3/2022,0106023,Friends of Jesse James,,State Senate  District No. 23,2021,,True,,1,2022-01-17T13:19:24.917,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0105656,Citizens for Michelle Havas,,Milwaukee County Circuit Court  Branch 10,2021,,False,,1,2021-01-09T10:54:32.180,
July Continuing 2021,EB2,Committee Report,Independent Expenditure Committee,7/13/2021,,1100001,American Federation for Children Action Fund - Wisconsin IE Committee,,,2021,,False,,1,2020-07-15T12:16:48.150,
July Continuing 2021,EB2,Committee Report,PAC,7/13/2021,,0501572,Wisconsin Federation for Children PAC,,,2021,,False,,1,2020-08-03T13:30:14.183,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/13/2021,,0105624,Citizens to Elect Rebecca Persick Judge,,Sheboygan County Circuit Court  Branch 04,2021,,False,,1,2020-12-22T12:56:25.417,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0105503,Novak For Assembly,,State Assembly  District No. 51,2021,,False,,1,2021-04-18T13:59:13.183,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106371,Angela Cunningham for Judge,,Kenosha County Circuit Court  Branch 06,2021,,False,,1,2020-12-07T14:40:15.797,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0105672,Friends of Trish Baker,,Portage County Circuit Court  Branch 03,2021,,False,,1,2021-03-08T16:39:33.430,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0105152,Friends of Judge Gill,,Court of Appeals  District 03,2021,,False,,1,2020-12-02T11:39:01.980,
July Continuing 2021,EB2,Committee Report,State Candidate,7/13/2021,,0106199,Friends of Alex Dallman,,State Assembly  District No. 41,2021,,False,,1,2021-03-08T20:44:21.383,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/14/2021,,0105982,Joe Lavrenz for Wisconsin,,State Assembly  District No. 53,2021,,False,,1,2020-07-15T19:17:41.853,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0106346,Friends of Judge Kori Ashley,,Milwaukee County Circuit Court  Branch 19,2021,,False,,1,2020-07-25T13:58:40.067,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0104400,Petersen- Republican for 40th Assembly,,State Assembly  District No. 40,2021,,False,,1,2021-07-11T07:27:43.190,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0105093,Friends of Chris Taylor,,Dane County Circuit Court  Branch 12,2021,,False,,1,2021-01-14T18:36:58.130,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0106395,Christenson For Judge,,Fond du Lac County Circuit Court  Branch 03,2021,,False,,1,2021-03-07T23:03:57.210,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,7/14/2021,0105525,Citizens of the 81st for Dave Considine,,State Assembly  District No. 81,2021,,False,,1,2021-07-08T09:09:26.290,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/14/2021,,0500411,Iron Workers Local 8,,,2021,,False,,0,2021-07-14T08:04:44.667,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/14/2021,,0900203,Fund for Parent Choice ,,,2021,,False,,1,2021-01-14T13:54:05.250,
July Continuing 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900184,Thrivent Financial Direct Participation Fund ,,,2021,,False,,1,2019-09-18T14:34:24.720,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500394,WI Laborers District Council,,,2021,,False,,1,2017-12-07T10:03:07.647,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500070,Wisconsin Hospitals PAC,,,2021,,False,,1,2020-07-31T10:42:59.750,
July Continuing 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900061,Wisconsin Hospitals Conduit ,,,2021,,False,,1,2019-03-25T14:13:43.900,
July Continuing 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900206,Justice Fund ,,,2021,,False,,1,2017-01-03T14:16:32.113,
July Continuing 2021,EB2,Committee Report,Political Party,7/14/2021,,0300069,1st District Democrats,,,2021,,False,,1,2021-07-13T15:21:36.250,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0105275,Nancy 4 Wisconsin,,State Assembly  District No. 70,2021,,False,,1,2021-07-14T08:23:49.723,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/14/2021,,0106317,Mark Waldon for 50th Assembly District,,State Assembly  District No. 50,2021,,False,,0,2021-07-14T10:10:12.247,
July Continuing 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900186,Citizens For Renewable Energy ,,,2021,,False,,1,2021-01-12T14:11:25.023,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500330,Local 400 COPE Fund,,,2021,,False,,1,2021-01-12T11:38:38.110,
13th Senate/89th Assembly Post Election reporting period for special elections 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900004,WI Optometric Assn PCF ,,,2021,,True,,1,2021-07-14T09:47:41.113,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0106030,Oldenburg for Assembly,,State Assembly  District No. 96,2021,,False,,1,2021-07-13T12:56:44.117,
July Continuing 2021,EB2,Committee Report,Political Party,7/14/2021,,0300084,Iowa County Republican Party,,,2021,,False,,1,2021-01-11T14:23:56.643,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0501098,WALA PAC,,,2021,,False,,1,2020-10-21T09:57:10.130,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/14/2021,,0900053,Sentry Ins Employees' Conduit ,,,2021,,False,,1,2021-02-26T11:53:54.073,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500616,WI Utilities Assn PAC,,,2021,,False,,1,2021-07-14T10:45:18.697,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500212,WI State AFL-CIO,,,2021,,False,,1,2021-07-14T10:54:31.970,
July Continuing 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900054,Wisconsin HMOs - Conduit ,,,2021,,False,,1,2021-01-08T09:17:14.207,
July Continuing 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900079,MMAC Conduit ,,,2021,,False,,1,2021-07-14T10:17:39.953,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0101856,Friends Of Steve Doyle,,State Assembly  District No. 94,2021,,False,,1,2020-08-03T10:56:05.347,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0103368,Pfaff for State Senate,,State Senate  District No. 32,2021,,False,,1,2021-07-08T15:57:47.313,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/14/2021,,0501401,Wisconsin Progress PAC,,,2021,,False,,1,2020-03-30T11:18:24.710,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/14/2021,,0900084,WI Propane Education Committee ,,,2021,,False,,1,2021-01-07T06:39:04.057,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/14/2021,,0501399,NECA PAC,,,2021,,False,,1,2021-07-14T11:36:29.430,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500707,National Federation of Independent Business Wisconsin Political Action Committee,,,2021,,False,,1,2021-07-14T11:36:02.030,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0106167,Friends of Orlando Owens  LLC,,State Treasurer,2021,,False,,1,2021-06-28T14:54:59.910,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0501170,WEAC Region 5 PAC,,,2021,,False,,1,2021-07-14T11:06:43.347,
July Continuing 2021,EB10,Conduit Report,Conduit,7/14/2021,,0900181,Nat'l Fed Independent Business Patriot Club ,,,2021,,False,,1,2019-01-14T11:11:07.450,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/14/2021,,0500117,Milwaukee Police Association Political Action Committee,,,2021,,False,,1,2021-01-14T13:09:58.310,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0106314,Jonathan Wichmann for Wisconsin Governor,,Governor,2021,,False,,1,2021-07-14T11:33:26.370,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,3/24/2022,0501705,Drink Local Wisconsin,,,2021,,False,,1,2021-07-14T10:44:18.657,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/14/2021,,0900160,Outdoor Advertising Association of WI Conduit ,,,2021,,False,,1,2020-01-13T12:27:07.727,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/14/2021,11/17/2021,0105217,Citizens for Rob Hutton,,State Assembly  District No. 13,2021,,False,,1,2021-07-14T12:37:34.693,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500690,Intl Bro Locomotive Engineers,,,2021,,False,,1,2021-01-13T09:06:31.113,
July Continuing 2021,EB10A,Conduit Report - No Activity,Conduit,7/14/2021,,0900266,WPVGA Political Contribution Fund ,,,2021,,False,,1,2021-07-14T13:00:07.553,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0501405,Right Direction Wisconsin PAC,,,2021,,False,,1,2020-07-02T13:31:29.193,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0102660,Friends of Steve Nass,,State Senate  District No. 11,2021,,False,,1,2018-05-23T06:22:07.907,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0106292,Kristin Lyerly for State Assembly,,State Assembly  District No. 88,2021,,False,,0,2021-07-14T13:17:56.803,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0500014,A. O. Smith Political Action,,,2021,,False,,1,2021-01-20T12:53:08.787,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,2/9/2022,0500189,WEAC PAC,,,2021,,True,,1,2021-07-13T14:23:30.170,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/14/2021,,0106093,John Sacia for Trempealeau County District Attorney,,Trempealeau County District Attorney,2021,,False,,1,2021-07-14T13:35:24.330,
July Continuing 2021,EB2A,Committee Report - No Activity,Independent Expenditure Committee,7/14/2021,,1100037,Cops For Justice Fund,,,2021,,False,,1,2021-01-14T11:01:28.363,
July Continuing 2021,EB2,Committee Report,State Candidate,7/14/2021,,0106397,Lange for Judge,,Dunn County Circuit Court  Branch 02,2021,,False,,0,2021-02-27T07:34:00.493,
July Continuing 2021,EB2A,Committee Report - No Activity,PAC,7/14/2021,,0501746,Cherry Tree Dental Political Action Committee,,,2021,,False,,0,2021-07-14T13:50:46.667,
July Continuing 2021,EB2,Committee Report,Political Party,7/14/2021,,0300149,Price Co Republican Party,,,2021,,False,,1,2021-02-27T18:57:33.300,
July Continuing 2021,EB2,Committee Report,Political Party,7/14/2021,,0300038,Democratic Party of Green County,,,2021,,False,,1,2021-07-12T10:38:39.707,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/14/2021,,0105228,Mahlon Mitchell for Wisconsin,,Governor,2021,,False,,1,2021-01-11T12:21:16.843,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/14/2021,,0105505,Quinn for Assembly,,State Assembly  District No. 75,2021,,False,,1,2020-08-12T21:41:48.970,
July Continuing 2021,EB2,Committee Report,PAC,7/14/2021,,0501756,WisRed PAC,,,2021,,False,,1,2021-07-13T12:32:59.437,
July Continuing 2021,EB2A,Committee Report - No Activity,State Candidate,7/14/2021,,0106333,Mario White for Judge,,Dane County Circuit Court  Branch 07,2021,,False,,1,2021-07-14T14:37:40.373,
